hid;geo1;geo2;ea;urbrur;hhsize;statocc;rooms;bedrooms;floor;walls;roof;water;toilet;electricity;cook_fuel;car;bicycle;motorcycle;refrigerator;tv;radio;bank;exp_01;exp_02;exp_03;exp_04;exp_05;exp_06;exp_07;exp_08;exp_09;exp_10;exp_11;exp_12;NIi;piIi;sI;nII;sII
2db8ffe28b1;8;83;83028;1;5;1;5;3;2;2;5;11;22;1;4;0;0;0;1;1;1;1;;;;3350;557;241;;475;384;;;;40109;0.192388143523247;1;401;1
cb38f7199e8;8;83;83029;1;7;1;2;1;1;3;1;21;31;0;6;0;1;0;0;0;1;0;2302;;;;467;;;234;97;;;406;40109;0.192388143523247;1;401;1
688e89ad644;8;83;83029;1;8;3;2;1;1;5;5;32;;0;4;0;0;0;0;0;1;0;3154;;;253;254;67;;46;64;;;118;40109;0.192388143523247;1;401;1
634909685e0;8;83;83030;1;3;1;2;1;1;5;;43;;0;6;0;0;0;0;0;1;0;2460;253;267;228;;;105;14;29;;;;40109;0.192388143523247;1;401;1
e8fb7f5dd66;8;83;83030;1;4;1;2;2;2;3;1;21;;0;5;0;1;0;0;0;0;0;;120;;1840;343;;;;;;;467;40109;0.192388143523247;1;401;1
387222f0e65;8;83;83031;1;3;3;;1;2;3;1;11;31;1;4;1;0;0;0;1;;1;;;;2803;;;;;140;;;;40109;0.192388143523247;1;401;1
b57b4716962;8;83;83031;1;3;;1;1;5;3;;11;31;1;6;0;0;0;0;0;1;0;;;;;;;341;49;93;;;;40109;0.192388143523247;1;401;1
9d59c40f24e;8;83;83031;1;3;3;1;1;1;2;7;43;31;0;4;0;0;0;0;;1;0;3350;;;;;;;272;101;36;184;90;40109;0.192388143523247;1;401;1
c4362c8c468;8;83;83031;1;3;3;1;0;2;;5;14;;1;1;0;;;0;;;1;2757;116;;839;547;59;338;;;;;;40109;0.192388143523247;1;401;1
be74e660f2b;8;83;83031;1;3;3;1;1;1;5;;;31;1;4;0;0;0;0;0;0;;1932;84;;262;159;;108;8;31;;40;67;40109;0.192388143523247;1;401;1
d6f5f057e63;8;83;83031;1;3;3;2;1;6;3;1;11;96;1;5;;0;0;0;0;1;0;;;;3016;168;;;55;110;;283;;40109;0.192388143523247;1;401;1
ffc35681cb2;8;83;83032;1;4;1;1;1;1;5;5;32;31;0;4;0;1;0;0;0;1;0;3005;;307;;;54;250;203;;;123;;40109;0.192388143523247;1;401;1
08ef8a28270;8;83;83032;1;4;1;1;1;1;5;5;21;21;1;4;0;0;0;0;0;1;;;;205;790;370;;;;41;;;;40109;0.192388143523247;1;401;1
9308dc91d74;8;83;83032;1;5;1;;1;2;2;5;43;31;0;4;0;0;0;0;0;1;0;;333;;712;237;;;46;;99;;80;40109;0.192388143523247;1;401;1
eea43fafa08;8;83;83032;1;5;1;2;2;1;1;8;43;31;0;4;;0;0;0;0;1;0;4810;;479;370;390;85;;;100;137;132;;40109;0.192388143523247;1;401;1
329b9b61295;8;83;83032;1;3;1;;1;1;2;7;43;23;0;4;0;0;0;;0;1;0;3700;156;;660;204;92;;152;110;;;;40109;0.192388143523247;1;401;1
cb6ce897365;8;83;83033;2;2;1;1;1;1;1;5;11;;1;2;0;;0;1;0;1;0;;45;;2432;;;317;;257;;317;661;40109;0.192388143523247;1;401;1
de1891f4984;8;83;83033;2;1;2;2;1;6;3;1;11;11;1;2;0;0;0;1;1;1;1;1516;45;;4291;;160;574;1062;;176;;;40109;0.192388143523247;1;401;1
a77c36e3ead;8;83;83033;2;3;1;5;2;2;3;6;11;11;1;2;;0;0;1;1;1;1;4072;;1024;;1613;;;;1106;757;547;;40109;0.192388143523247;1;401;1
d31955d80f4;8;83;83034;1;24;3;1;;2;6;5;43;31;0;4;0;1;1;0;0;;0;9201;;;;703;;;;290;;;;40109;0.192388143523247;1;401;1
9e9635681ac;8;83;83034;1;14;1;3;2;1;3;7;43;31;;4;0;0;0;0;1;0;0;;417;;1509;;;;;177;;109;;40109;0.192388143523247;1;401;1
accac791a35;8;83;83034;1;11;1;6;4;1;3;5;21;23;1;6;0;1;0;0;0;1;0;4706;;;1379;589;;;;;534;;533;40109;0.192388143523247;1;401;1
0d1fe7cebc6;8;83;83035;1;4;1;3;3;2;3;5;51;21;1;4;0;0;0;1;1;1;1;;116;;2579;484;;840;;219;;;433;40109;0.192388143523247;1;401;1
45c17af4bf4;8;83;83035;1;3;1;;2;6;3;9;11;11;1;;;0;0;1;;1;;;;;4753;;;;566;224;;;989;40109;0.192388143523247;1;401;1
465650fbe2a;8;83;83035;1;3;1;3;2;;3;1;11;11;1;;0;0;0;1;0;1;1;;;;2618;228;;;;104;;;;40109;0.192388143523247;1;401;1
968f97c3af6;8;83;83035;1;4;1;5;3;2;3;1;21;21;1;4;0;0;0;1;1;1;;;70;;;;326;891;;246;878;471;;40109;0.192388143523247;1;401;1
a9b0aaebe4f;8;83;83035;1;4;1;5;3;2;3;5;71;13;1;4;1;1;1;1;1;1;1;;;;;800;;;645;320;655;;;40109;0.192388143523247;1;401;1
19c68704e13;8;83;83035;1;3;1;6;2;2;3;5;;13;1;4;0;0;0;1;0;;0;3647;;;;;194;;108;;424;;;40109;0.192388143523247;1;401;1
01a8d0fc893;8;83;83036;1;7;1;6;3;2;3;1;11;11;1;2;1;1;1;1;1;1;1;;;1721;6998;1152;;4494;;;;;;40109;0.192388143523247;1;401;1
5a0f7f3a6ee;8;83;83036;1;5;;1;1;;5;5;32;21;1;4;0;0;;1;1;1;0;;;;;618;;165;72;62;110;795;;40109;0.192388143523247;1;401;1
369c537d4c4;8;83;83036;1;6;1;3;2;2;3;1;21;11;1;2;;1;1;1;1;1;1;;59;;5433;;652;;;;;688;1659;40109;0.192388143523247;1;401;1
072132fb138;8;83;83036;1;6;1;5;4;;4;1;;11;;2;1;1;1;1;1;1;1;;;1537;4727;;;;1445;1949;1623;392;1269;40109;0.192388143523247;1;401;1
0153b8fa1d0;8;83;83036;1;6;3;6;3;2;3;1;11;11;1;2;1;1;;1;;0;1;;;1262;4511;549;;;;;2049;370;;40109;0.192388143523247;1;401;1
21e12330db3;8;83;83036;1;6;;10;4;6;3;;11;11;1;2;1;1;1;1;1;1;1;11424;;;12369;;;;;1570;6339;1787;3218;40109;0.192388143523247;1;401;1
0e4dc2f6b90;8;83;83036;1;6;1;;3;2;3;5;51;22;1;2;0;0;0;1;1;1;;;;;2732;250;;934;258;214;;348;;40109;0.192388143523247;1;401;1
e7d492c867c;8;83;83036;1;6;1;;3;2;;1;21;11;1;2;1;1;1;1;1;1;1;;;;6799;929;949;4226;;;;491;;40109;0.192388143523247;1;401;1
3ed0f6704e9;8;83;83037;1;8;1;;1;1;5;6;11;31;0;6;0;;0;0;0;0;0;;156;;;;;;;33;;44;;40109;0.192388143523247;1;401;1
ae8c3b33bfb;8;83;83037;1;7;1;4;2;1;3;7;;;0;4;0;1;0;0;0;1;0;;;;1085;153;114;116;14;45;;22;223;40109;0.192388143523247;1;401;1
ee6648218e6;8;83;83038;1;10;1;3;1;2;3;5;21;31;1;6;0;;1;1;1;1;1;;223;;;748;;1409;;666;;;1055;40109;0.192388143523247;1;401;1
1c361457691;8;83;83038;1;10;1;5;2;2;6;5;62;23;1;1;0;0;0;1;1;0;1;;;;2026;900;;;403;;2314;746;;40109;0.192388143523247;1;401;1
e3f66dca852;8;83;83038;1;5;1;4;3;1;3;5;21;31;1;4;0;1;0;0;0;0;;4473;;;;372;;;;;207;118;254;40109;0.192388143523247;1;401;1
478d44745d4;8;83;83038;1;8;1;2;2;2;3;5;11;22;1;5;0;0;0;1;1;1;;;;;4092;673;;;;;;;495;40109;0.192388143523247;1;401;1
1925ea15f4c;8;83;83040;1;5;1;4;2;1;2;7;;31;1;4;0;0;0;0;;0;0;;156;204;;;254;;;;;;;40109;0.192388143523247;1;401;1
5c3f1a473f4;8;83;83040;1;2;1;1;1;1;5;5;21;31;1;4;0;0;0;0;0;0;0;2305;77;;;;81;120;;;21;83;;40109;0.192388143523247;1;401;1
b20a832f3c4;8;83;83040;1;4;1;1;1;1;3;7;32;31;0;;0;0;;0;0;1;0;;;;533;211;;162;;52;111;87;;40109;0.192388143523247;1;401;1
d7a131983de;8;83;83040;1;3;1;3;;2;3;5;51;22;1;4;0;0;0;0;0;1;;5033;175;;;299;175;538;218;199;;;263;40109;0.192388143523247;1;401;1
2b03066d656;8;83;83041;1;3;1;5;1;1;3;5;21;13;1;4;0;0;1;1;;1;1;2970;;;2016;;;428;;158;;;;40109;0.192388143523247;1;401;1
a8118d7729c;8;83;83041;1;3;1;1;1;;;5;32;21;1;4;0;0;0;1;;0;0;4221;123;245;1701;212;79;507;29;82;;202;218;40109;0.192388143523247;1;401;1
2456cdda5f0;8;83;83042;1;5;1;2;1;1;5;7;43;31;0;4;;;;0;0;0;0;;;202;;;42;101;;;62;66;;40109;0.192388143523247;1;401;1
101fd954bfa;8;83;83042;1;7;1;;1;1;2;8;21;31;1;4;;;0;0;0;1;0;;;;919;338;;276;;93;;;;40109;0.192388143523247;1;401;1
d93f61f5e9e;8;83;83042;1;6;1;1;1;1;;5;11;22;1;4;0;0;0;0;0;1;;;;;;357;;;;80;;947;;40109;0.192388143523247;1;401;1
4afdb87fb8d;8;83;83042;1;6;1;2;1;1;1;8;43;31;0;4;1;0;0;0;0;;1;7477;339;;;662;175;;577;;551;;532;40109;0.192388143523247;1;401;1
8c289397e82;8;83;83042;1;6;1;4;2;1;2;5;43;23;0;4;0;0;0;0;0;;0;4709;511;258;;;;;;;;93;152;40109;0.192388143523247;1;401;1
a7d9900a0d0;8;83;83042;1;6;1;2;2;1;5;7;11;21;1;4;0;;0;0;0;1;0;4076;33;;;;98;139;;55;;;;40109;0.192388143523247;1;401;1
126cfd1e5a6;8;83;83043;1;4;1;1;;2;2;5;42;21;1;2;0;0;1;0;0;0;0;;;431;1507;;;;22;42;197;502;;40109;0.192388143523247;1;401;1
c8153e31471;8;83;83043;1;4;1;1;1;1;;;43;31;0;4;0;;0;0;0;0;0;;124;;;;;;;50;;;29;40109;0.192388143523247;1;401;1
3073c013e7d;8;83;83044;1;8;1;;1;2;;5;11;22;1;4;0;0;;0;1;1;;5616;103;568;;294;;;;128;;273;;40109;0.192388143523247;1;401;1
f3d67d8239f;8;83;83044;1;7;1;;1;;2;7;43;;0;4;0;0;;0;0;0;;;;177;1065;146;115;;;;;;;40109;0.192388143523247;1;401;1
ed3c51b8ecc;8;83;83044;1;10;1;2;2;1;;8;32;31;0;4;0;0;0;0;;1;0;;;;;385;;;253;;167;162;;40109;0.192388143523247;1;401;1
e1993b6ed60;8;83;83045;2;5;2;4;1;2;3;1;11;11;1;2;1;0;1;1;1;0;1;5903;;1501;6210;797;;;;;2503;;;40109;0.192388143523247;1;401;1
1a45705359f;8;83;83045;2;4;3;5;2;;3;;11;11;1;2;0;0;1;1;1;1;1;3728;;938;4401;;442;797;601;409;;229;;40109;0.192388143523247;1;401;1
7af65d7d001;8;83;83045;2;4;1;4;3;2;3;;11;11;1;2;1;0;0;1;1;1;1;;43;;5399;;770;;1025;504;1281;;1146;40109;0.192388143523247;1;401;1
ccd90912d8e;8;83;83045;2;4;1;5;3;6;3;1;11;11;1;2;1;0;0;1;1;1;1;3556;63;;5631;903;;;;;;;;40109;0.192388143523247;1;401;1
752cca73498;8;83;83045;2;8;2;4;2;2;6;1;11;11;1;1;;0;0;1;1;1;1;5491;73;1652;;1746;;1356;;;1123;;;40109;0.192388143523247;1;401;1
4e60bc5bf53;8;83;83046;2;4;2;1;1;2;4;5;71;;1;;0;0;1;1;1;1;1;;83;;1119;1118;;960;795;;875;;;40109;0.192388143523247;1;401;1
2f239baeb8f;8;83;83046;2;7;1;1;1;2;3;1;;11;0;2;;0;0;0;1;0;0;3575;;;2388;;;;;;1030;370;;40109;0.192388143523247;1;401;1
8501b68a047;8;83;83046;2;4;2;3;1;2;3;6;11;21;1;;;;0;1;1;1;1;3660;;;3285;;;;;;371;;930;40109;0.192388143523247;1;401;1
4651a545438;8;83;83046;2;8;1;2;2;2;3;1;11;11;1;2;1;0;1;1;1;1;1;4944;60;1645;4450;753;;;1376;;2220;;1420;40109;0.192388143523247;1;401;1
f5b4332132c;8;83;83046;2;6;1;3;2;2;3;5;61;21;1;2;0;0;0;1;1;;1;;;;2927;207;200;;77;;758;;;40109;0.192388143523247;1;401;1
8a6a392fbdd;8;83;83046;2;8;2;2;2;2;3;1;11;11;1;;0;0;1;1;1;1;1;3668;;;2934;;334;596;;234;;256;;40109;0.192388143523247;1;401;1
1f505af358e;8;83;83046;2;7;1;;2;6;3;1;11;11;1;2;0;;1;1;1;1;1;3017;50;1090;3310;295;;;453;315;1128;313;;40109;0.192388143523247;1;401;1
be5e22c6f35;8;83;83046;2;7;1;2;2;2;4;5;11;11;1;1;0;;0;1;1;;1;2568;;;2536;771;;;;;;;;40109;0.192388143523247;1;401;1
e74bb5528f2;8;83;83047;2;2;1;3;1;6;3;1;;11;1;2;1;;0;1;1;;1;;;;5867;1382;;;;703;475;;;40109;0.192388143523247;1;401;1
b069e6aa87f;8;83;83047;2;4;1;8;4;;3;5;11;11;1;;1;1;0;1;1;;1;5112;;1523;9014;1773;693;;;;2247;;;40109;0.192388143523247;1;401;1
c1292bbc57b;8;83;83047;2;5;1;3;3;6;3;;71;11;1;2;1;1;;1;1;1;1;;;1330;;1004;;3623;;679;;;;40109;0.192388143523247;1;401;1
fe7dde68298;8;83;83048;1;1;1;1;1;2;7;5;51;21;1;4;0;0;;0;0;1;0;;76;;615;261;;153;267;;32;173;;40109;0.192388143523247;1;401;1
7c027c36408;8;83;83048;1;1;1;2;1;1;2;4;43;31;0;5;0;0;0;0;0;0;0;;;58;635;;;78;;;6;125;45;40109;0.192388143523247;1;401;1
330a398aa24;8;83;83049;1;8;1;5;2;2;3;5;43;96;0;6;;1;0;0;0;1;0;4942;;;1310;528;225;;130;;239;;;40109;0.192388143523247;1;401;1
d5679d02899;8;83;83049;1;5;1;1;1;2;2;7;41;31;1;4;0;0;;0;0;0;;;;193;799;;;342;;;;;69;40109;0.192388143523247;1;401;1
075f0672923;8;83;83050;1;2;1;5;3;6;3;1;11;11;1;2;1;0;1;;1;1;1;;;;8935;;726;3783;1801;560;503;553;;40109;0.192388143523247;1;401;1
216a3ce77a5;8;83;83050;1;2;3;5;1;2;5;5;11;12;1;2;1;0;1;1;0;1;1;4544;;;4206;1748;1074;;868;477;;52;787;40109;0.192388143523247;1;401;1
886e06b6789;8;83;83050;1;1;1;4;3;2;3;5;71;11;1;2;0;0;1;1;1;1;1;2708;88;;5084;763;;867;;;;287;708;40109;0.192388143523247;1;401;1
c7d3d24c89d;8;83;83050;1;4;1;4;2;6;5;1;;12;1;2;1;1;1;1;1;1;1;;;;2454;915;;;;493;558;122;721;40109;0.192388143523247;1;401;1
fc2a6cbc966;8;83;83050;1;1;1;5;;6;5;5;11;12;1;2;1;0;0;1;1;1;1;4097;27;393;;1667;221;640;;165;;;;40109;0.192388143523247;1;401;1
352af2f1fc1;8;83;83051;1;10;1;;2;1;8;7;43;31;0;4;0;0;0;0;0;0;0;9050;202;;1287;;174;181;;76;;;60;40109;0.192388143523247;1;401;1
dc70a318d72;8;83;83051;1;8;1;3;2;1;;7;43;23;0;;0;1;0;;0;1;0;;;;;;173;;;;;78;;40109;0.192388143523247;1;401;1
dc512dc8382;8;83;83052;1;6;;2;2;2;3;8;11;;1;4;0;;0;1;;1;1;3967;;;3523;359;;471;278;166;;326;1442;40109;0.192388143523247;1;401;1
0bbe6704c20;8;83;83052;1;6;3;3;3;2;8;1;11;22;;4;0;1;;0;1;1;;;81;;;;;;178;;;;;40109;0.192388143523247;1;401;1
065615848f6;8;83;83052;1;4;3;4;2;6;;1;11;11;1;2;1;0;0;1;;1;;2928;;894;3411;492;349;;;;;326;1009;40109;0.192388143523247;1;401;1
4d896df76c8;8;83;83052;1;5;1;2;1;2;3;1;11;11;1;2;0;0;1;1;1;1;1;;;718;;;;404;;116;;;752;40109;0.192388143523247;1;401;1
0d427d28aa9;8;83;83052;1;5;1;2;1;2;;5;11;22;;2;0;0;0;0;1;0;0;;48;;3067;;;;;125;;;989;40109;0.192388143523247;1;401;1
4162a483c85;8;83;83052;1;5;1;3;2;2;3;5;71;12;1;2;0;1;1;1;1;1;1;3292;66;;2556;;;722;;;341;196;;40109;0.192388143523247;1;401;1
3b78503d840;8;83;83053;1;3;1;2;1;1;5;5;21;31;1;4;;1;0;0;0;;0;;115;;252;;84;176;182;;29;76;;40109;0.192388143523247;1;401;1
8a1af8d921e;8;83;83053;1;3;1;1;1;1;5;6;11;31;;2;0;0;1;0;1;0;0;2683;;;;614;;;31;;63;;;40109;0.192388143523247;1;401;1
acffef314e0;8;83;83053;1;5;1;1;1;1;2;5;51;22;1;4;0;0;;0;1;1;0;;;203;896;;42;;28;62;;658;270;40109;0.192388143523247;1;401;1
227bdeee31f;8;83;83053;1;3;1;;1;1;;7;21;31;1;4;0;;1;1;1;0;0;4751;;;669;720;194;565;403;;;;323;40109;0.192388143523247;1;401;1
b77878cd7db;8;83;83053;1;4;1;1;1;1;;7;;31;0;4;0;0;0;0;0;;;;;;;123;;180;;39;11;;;40109;0.192388143523247;1;401;1
305af98c7fb;8;83;83054;1;4;1;2;1;1;5;9;21;;1;4;0;0;;0;0;1;0;2719;97;;;;;142;5;;36;;;40109;0.192388143523247;1;401;1
1501ce06e7e;8;83;83054;1;5;1;4;;;2;5;;23;0;4;;0;0;0;1;;;3522;171;;;;133;2777;279;;161;;488;40109;0.192388143523247;1;401;1
78f098dc26f;8;83;83055;1;1;1;;4;6;3;9;;11;1;2;0;0;0;;1;1;1;1608;54;;3795;;;;;;;238;574;40109;0.192388143523247;1;401;1
38c0ed41080;8;83;83055;1;2;3;3;2;2;;1;11;;1;2;1;0;0;;1;1;1;;;;2484;;214;1681;384;163;153;;;40109;0.192388143523247;1;401;1
b3234554e4f;8;83;83055;1;2;1;7;5;2;;5;51;22;1;5;0;0;0;1;1;1;1;;;;;380;;;252;;;;358;40109;0.192388143523247;1;401;1
6983feefff5;8;83;83055;1;2;1;3;;2;3;5;11;11;1;2;;0;0;1;;1;1;3473;;687;3382;452;;851;;;;202;;40109;0.192388143523247;1;401;1
ef35ed05cab;8;83;83055;1;2;1;3;2;;3;1;;11;1;2;0;1;1;1;1;1;1;;;;;586;;915;;;288;265;;40109;0.192388143523247;1;401;1
5b6d1a90165;8;83;83056;1;5;1;;3;1;;1;11;22;1;4;1;0;0;;0;1;;;27;509;;209;;831;;;538;234;583;40109;0.192388143523247;1;401;1
8c9416a6c23;8;83;83057;1;4;1;5;2;6;3;5;71;12;1;2;1;1;1;1;1;1;1;;88;;6982;;;2981;;;2398;;;40109;0.192388143523247;1;401;1
4f973bed9bf;8;83;83057;1;3;1;6;3;6;3;1;11;11;1;2;1;0;1;1;1;1;1;5108;;1690;7794;;;5902;1911;986;;929;1706;40109;0.192388143523247;1;401;1
6b957589495;8;83;83057;1;4;1;2;2;6;3;;21;11;1;2;1;1;1;1;1;1;1;;;;3881;810;;;;;;679;1071;40109;0.192388143523247;1;401;1
bd5757cee9e;8;83;83057;1;4;1;6;3;2;6;5;71;12;1;2;1;1;1;1;1;1;1;;67;;;2346;;;;1375;;260;;40109;0.192388143523247;1;401;1
dd41b9d3a3f;8;83;83058;1;2;1;2;1;2;;4;;;1;2;1;;0;1;1;1;1;2070;15;;2662;;;;;;82;;;40109;0.192388143523247;1;401;1
ddb59838849;8;83;83058;1;2;1;3;;2;3;1;21;21;1;2;0;0;0;0;1;0;0;1039;10;;1299;;;;27;16;;;;40109;0.192388143523247;1;401;1
ab62e4140e7;8;83;83058;1;1;1;4;1;2;4;;62;23;1;1;;0;0;1;1;1;0;1857;;;1818;;;;;158;18;234;;40109;0.192388143523247;1;401;1
9eabbcced03;8;83;83058;1;1;1;5;3;2;3;4;;21;1;2;0;0;0;1;1;1;1;1750;109;;;245;127;;328;;;257;;40109;0.192388143523247;1;401;1
4ac63b9112d;8;83;83059;1;4;1;3;1;1;2;;43;;0;4;;0;0;1;;1;1;5575;;381;966;542;;;;526;117;;193;40109;0.192388143523247;1;401;1
b4469bd15ce;8;83;83059;1;2;;1;0;2;;5;;23;1;1;0;0;0;1;1;0;;3345;;;;811;;;505;;250;;727;40109;0.192388143523247;1;401;1
3487af3f986;8;83;83059;1;4;1;2;;1;3;1;21;31;1;;;1;0;0;1;1;0;;;;;212;151;;;146;600;203;;40109;0.192388143523247;1;401;1
610f60ed2d2;8;83;83060;1;4;3;1;1;2;3;1;21;31;1;3;0;0;1;1;1;0;0;;;;;151;;244;40;69;;154;;40109;0.192388143523247;1;401;1
aafd4073592;8;83;83060;1;11;1;2;1;1;3;5;32;31;0;4;0;0;;0;0;0;0;;;242;897;214;;;23;;;66;72;40109;0.192388143523247;1;401;1
50de52baf8e;8;83;83060;1;6;3;5;3;2;3;1;;22;1;2;0;1;0;1;1;1;;3967;;;3541;239;;;372;;;195;1000;40109;0.192388143523247;1;401;1
e3b62ad85b5;8;83;83061;1;5;1;3;2;2;3;5;51;22;1;4;;;;0;0;1;0;;;;1494;287;;648;;;;196;163;40109;0.192388143523247;1;401;1
111ba0e879e;8;83;83061;1;5;;4;2;6;2;6;31;13;1;4;0;;1;1;0;0;;;117;;;;;976;1198;558;1192;;1029;40109;0.192388143523247;1;401;1
d5827c9b8e0;8;83;83061;1;6;3;4;3;2;3;;;21;1;2;0;1;1;1;1;1;1;3902;;;3575;;;;248;193;;341;920;40109;0.192388143523247;1;401;1
5abe76fb86c;8;83;83061;1;6;1;5;3;2;3;5;32;21;1;4;0;0;0;1;1;1;0;6917;;;;422;163;;;;;240;;40109;0.192388143523247;1;401;1
6995af6fbe4;8;83;83061;1;5;1;4;3;2;3;5;11;22;1;5;0;0;0;;1;1;0;;;376;2655;346;;1102;;;289;447;;40109;0.192388143523247;1;401;1
6d686431c0b;8;83;83061;1;8;1;3;2;2;5;5;11;21;1;;;1;0;1;1;1;1;;50;;1416;650;;378;356;206;1142;684;;40109;0.192388143523247;1;401;1
b3f07e04876;8;83;83062;1;4;1;2;2;2;3;5;21;;1;;0;0;0;;1;0;0;2666;;;2557;;;;;;536;;;40109;0.192388143523247;1;401;1
8c99714f9e7;8;83;83062;1;5;1;3;2;1;2;;43;23;0;4;0;0;0;;0;1;0;6578;255;;974;;;;;111;;;89;40109;0.192388143523247;1;401;1
d1276c7eb5f;8;83;83062;1;3;1;1;0;1;;5;43;;0;4;0;0;0;0;0;0;0;;107;176;323;;;240;;78;;;57;40109;0.192388143523247;1;401;1
86b34f82893;8;83;83063;1;2;1;1;1;1;1;5;43;31;0;2;;0;;0;0;0;0;1041;;77;898;69;;;3;8;9;;94;40109;0.192388143523247;1;401;1
866a7d3a84c;8;83;83063;1;2;1;2;1;1;2;8;43;31;0;4;;0;0;0;0;0;0;;;;;;51;41;;6;;;20;40109;0.192388143523247;1;401;1
8de1f11a084;8;83;83063;1;2;1;2;1;1;7;5;11;21;1;5;0;0;0;0;1;1;0;;;;1191;191;;;24;;;120;;40109;0.192388143523247;1;401;1
2ef57ce4b10;8;83;83064;1;1;1;2;1;2;5;4;;12;1;;0;0;0;1;1;0;0;;;;1796;309;;187;39;;;;238;40109;0.192388143523247;1;401;1
57cc2a024dd;8;83;83065;1;4;1;4;2;2;3;5;11;21;1;;;0;;1;1;1;0;;48;367;;194;;;310;95;270;;;40109;0.192388143523247;1;401;1
47c6290ec0c;8;83;83067;1;4;1;;2;1;3;5;14;23;0;4;0;0;0;0;0;;0;;;194;902;;70;;;48;;;;40109;0.192388143523247;1;401;1
18d7c360021;8;83;83067;1;5;1;2;2;2;7;;32;;1;4;0;0;0;1;1;0;0;;;;2281;284;67;;36;74;567;514;676;40109;0.192388143523247;1;401;1
49c0e31fc0a;8;83;83067;1;3;1;2;2;1;2;5;51;21;1;4;0;0;;;0;1;;;137;279;1231;285;;;36;79;66;;;40109;0.192388143523247;1;401;1
f6dad5bf60f;8;83;83067;1;4;1;;1;;5;5;32;21;1;4;0;;0;1;1;1;0;4999;70;;887;431;;;112;;;421;481;40109;0.192388143523247;1;401;1
af4f886e5cc;8;83;83067;1;3;1;3;3;;3;5;51;21;1;4;0;;0;1;1;;0;;;348;2367;400;;;47;;;350;243;40109;0.192388143523247;1;401;1
e1a3863a5d0;8;83;83067;1;4;1;2;1;1;3;5;;22;1;;0;0;0;0;0;;0;4337;;;;186;;183;;65;131;107;189;40109;0.192388143523247;1;401;1
9ce09f86093;8;83;83068;1;4;1;2;1;2;5;5;43;31;0;5;0;0;0;0;0;;;2451;;;279;;;166;;56;110;150;;40109;0.192388143523247;1;401;1
cec143fbe96;8;83;83068;1;6;1;1;1;2;3;5;11;22;1;4;0;0;0;0;0;;0;;25;;1760;;;91;;;;;;40109;0.192388143523247;1;401;1
eae14dfba38;8;83;83068;1;5;1;;1;2;;5;43;22;0;6;0;0;0;0;0;1;;4943;;;765;262;;304;24;22;;;180;40109;0.192388143523247;1;401;1
89c5084e1bf;8;83;83068;1;4;1;1;1;2;3;5;11;31;0;4;0;0;0;0;0;1;1;3018;;;;;;;;94;;;;40109;0.192388143523247;1;401;1
671ab9ab241;8;83;83068;1;6;1;2;1;;5;;21;;1;5;;1;0;;1;1;;;;680;;502;;1558;;261;;;;40109;0.192388143523247;1;401;1
a1b76c0992d;8;83;83068;1;5;1;1;1;;3;5;;31;0;4;;0;0;0;0;;0;3739;;;685;;;;;;;59;73;40109;0.192388143523247;1;401;1
376d75d3575;8;83;83068;1;6;1;2;1;1;2;5;41;13;0;4;0;;0;0;1;1;0;5300;;;684;;;464;;290;;;;40109;0.192388143523247;1;401;1
0a849c1ee5f;8;83;83068;1;4;1;2;1;1;;7;;31;0;4;0;0;;0;0;0;0;6230;156;;;136;;;;41;;;40;40109;0.192388143523247;1;401;1
9f2ef01b496;8;83;83069;1;2;1;2;2;2;3;5;21;31;1;4;1;1;0;1;1;1;1;3294;;431;3438;;151;2229;294;265;;598;713;40109;0.192388143523247;1;401;1
26a6730fd8e;8;83;83069;1;2;2;;;2;3;5;;31;0;5;0;1;0;0;0;1;;;;411;969;;;;263;;;554;;40109;0.192388143523247;1;401;1
924d3bdb3fc;8;83;83069;1;3;1;3;2;2;3;5;31;21;1;2;0;0;0;0;0;0;0;2709;34;459;;;;;33;52;;;;40109;0.192388143523247;1;401;1
48cbecd5c9c;8;83;83069;1;2;1;2;2;;2;5;11;21;1;2;0;0;0;1;1;0;0;;;;;;66;;;79;139;;;40109;0.192388143523247;1;401;1
b25468a5079;8;83;83069;1;2;1;4;3;2;5;5;11;12;1;4;0;0;0;1;0;1;1;3848;;;3068;768;226;603;;;147;;;40109;0.192388143523247;1;401;1
24b4d619fdb;8;83;83070;1;4;1;3;2;2;3;5;11;96;1;2;0;0;0;1;1;1;1;3174;;645;;233;;;;;;;747;40109;0.192388143523247;1;401;1
772aeca73be;8;83;83070;1;4;3;4;3;2;3;9;11;11;1;2;0;;0;1;1;1;1;5194;;1531;4542;;;889;;;1475;;1561;40109;0.192388143523247;1;401;1
25f4ec9690a;8;83;83070;1;6;1;6;3;2;3;1;11;21;1;4;1;0;0;1;1;1;1;;;;;;;;557;;1686;;;40109;0.192388143523247;1;401;1
352c86dadff;8;83;83070;1;5;1;3;2;2;3;9;11;22;1;2;0;0;0;1;1;1;1;;40;;;;;;;;;224;;40109;0.192388143523247;1;401;1
2f9b606027d;8;83;83071;1;6;3;2;1;1;5;5;43;31;0;4;0;1;0;0;0;0;0;3375;167;;203;;57;;216;82;97;;;40109;0.192388143523247;1;401;1
e6c5b15228f;8;83;83071;1;6;1;4;1;1;2;5;51;22;1;4;;0;;;0;1;0;4715;183;;862;;221;;;88;31;123;;40109;0.192388143523247;1;401;1
